friends,followes,sentiment
37718,36462,0.609213251
0,0,0.581862745
0,0,0.516369048
62322,60724,0.1375
0,0,0.487814626
0,0,0.256771049
46824,46236,0.382716049
189418,186681,0.507111111
0,0,0.383029036
17731,17847,0.452380952
628597,617338,0.418333333
0,0,0.445149843
0,0,0.414690739
0,0,0.402434759
0,0,0.558282187
111722,106126,0.42632934
440208,914158,0.433960271
0,0,0.315277778
127093,128617,0.384594214
628597,617338,0.517361111
0,0,0.479911527
0,0,0.472256216
0,0,0.312356322
0,0,0.487654321
44979,43167,0.37654586
0,0,0.519526902
46824,46236,0.224358974
0,0,0.432407407
0,0,0.467292115
127093,128617,0.451808529
0,0,0.431481481
247459,141328,0.501704545
0,0,0.441918498
0,0,0.016666667
440208,914158,0.46957672
0,0,0.449265873
0,0,0.357434443
358257,150016,0.536610268
537448,523515,0.625
118605,114819,0.3
0,0,0.273188406
0,0,0.57037037
0,0,0.41656065
0,0,0.433333333
0,0,0.393445539
0,0,0.393939394
0,0,0.403126362
457911,402901,0.843981481
0,0,0.51211496
0,0,0.464583333
0,0,0.434734848
224402,223919,0.387353801
0,0,0.441181751
127093,128617,0.403494433
21813,22456,0.449546485
0,0,0.39369746
0,0,0.571208791
0,0,0.541107716
31190,31215,0.378698752
0,0,0.256969697
0,0,0.374183007
0,0,0.482440502
894210,903764,0.285342515
0,0,0.327104377
247459,141328,0.447570401
0,0,0.375700928
77740,76520,0.443368097
0,0,0.385714286
0,0,0.493437291
537448,523515,0.7
0,0,0.474223913
0,0,0.145887446
46824,46236,0.390279418
0,0,0.48695739
0,0,0.518850267
616920,597053,0.492897727
0,0,0.348020833
628597,617338,0.403672643
44979,43167,0.436536797
0,0,0.248412698
26489,26652,0.384139785
628597,617338,0.39647619
111722,106126,0.380618043
0,0,0.381901568
0,0,0.285283389
189418,186681,0.428045977
34512,34121,0.474716553
0,0,0
0,0,0.428468548
0,0,0.3125
77740,76520,0.464689441
0,0,0.546153846
0,0,0.42232165
0,0,0.325988592
0,0,0.367092621
0,0,0.366666667
0,0,0.395506861
21813,22456,0.7
0,0,0.44879941
0,0,0.476530912
0,0,0.472664794
0,0,0.607692308
0,0,0.346666667
0,0,0.303479853
0,0,0.512732663
0,0,0.534251318
0,0,0.556150794
0,0,0.360055096
0,0,0.434426116
0,0,0.450838675
416462,418512,0.349235209
0,0,0.6
37718,36462,0.430948666
0,0,0.522820792
0,0,0.402659444
0,0,0.471238832
44979,43167,0.501118143
942649,944949,0.334142174
0,0,0.111111111
0,0,0.425033835
0,0,0.603333333
242009,249571,0.343504239
330704,318461,0.393215488
0,0,0.357065243
440208,914158,0.445603765
0,0,0.376470588
0,0,0.487640668
111722,106126,0.466411336
4949,4925,0.510714286
0,0,0.392669173
0,0,0.467290249
0,0,0.298194444
0,0,0.412824675
0,0,0.471622733
0,0,0.539814815
31593,30850,0.3375
0,0,0.439583333
0,0,0.284722222
247038,239927,0.413349725
0,0,0.199067599
0,0,0.398561508
0,0,0.464375338
62322,60724,0.531623932
224402,223919,0.290799397
28514,26157,0.401314078
0,0,0.478308824
457911,402901,0.569047619
0,0,0.388188602
0,0,0.393102797
77740,76520,0.418055556
996193,739521,0.472710623
0,0,0.348063973
0,0,0.457242063
9916,9353,0.4125
37718,36462,0.57989825
846903,806206,0.4
0,0,0.500694716
0,0,0.49017316
0,0,0.444444444
0,0,0.525966184
10248,10271,0.440212515
537448,523515,0.43653824
0,0,0.483333333
0,0,0.427193563
26489,26652,0.371254579
26489,26652,0.391606917
996193,739521,0.501325758
616920,597053,0.410294118
0,0,0.4691274
0,0,0.339338235
0,0,0.521440719
0,0,0.484375
0,0,0.46325
0,0,0.383333333
0,0,0.444132395
46824,46236,0.367909936
537448,523515,0.25
0,0,0.411024203
0,0,0.531060606
62322,60724,0.464870344
34512,34121,0.581818182
0,0,0.54
28514,26157,0.383074777
0,0,0.582033462
0,0,0.425623813
28514,26157,0.48526522
0,0,0.485
4157,4344,0.418800064
457911,402901,0.6
0,0,0.484935897
0,0,0.493186391
246043,515530,0.526031746
358257,150016,0.519213407
0,0,0.473958333
0,0,0.266452991
628597,617338,0.368813131
62322,60724,0.426429208
10248,10271,0.43627451
37718,36462,0.444879672
0,0,0.341339869
0,0,0.521581197
0,0,0.664935065
0,0,0.15
0,0,0.420887446
0,0,0.28030303
46824,46236,0.454904051
0,0,0.468517827
0,0,0.492631674
0,0,0.525019566
0,0,0.449265873
44979,43167,0.404017094
0,0,0.544444444
37718,36462,0.571296296
0,0,0.424364588
0,0,0.47
0,0,0.33008658
0,0,0.526576239
189418,186681,0.40978836
0,0,0.467032828
616920,597053,0.356944444
247038,239927,0.419623405
0,0,0.527777778
0,0,0.55
111722,106126,0.3375
0,0,0.39212963
0,0,0.460048237
46824,46236,0.385837612
0,0,0.473863636
0,0,0.445522186
0,0,0.453935446
189418,186681,0.553030303
330704,318461,0.389583333
0,0,0.478733766
0,0,0.256372549
0,0,0.402991342
149787,144566,0.469011544
0,0,0.321148705
0,0,0.519341564
0,0,0.414010342
0,0,0.382915695
0,0,0.276190476
942649,944949,0.270623306
246043,515530,0.309090909
246043,515530,0.412962963
0,0,0.602286018
0,0,0.484848485
0,0,0.476198297
12055,11750,0.442271536
231947,228432,0.468394853
0,0,0.389636591
247459,141328,0.585
0,0,0.39045598
0,0,0.514588745
189418,186681,0.373011364
457911,402901,0.59
0,0,0.399206349
416462,418512,0.4143898
0,0,0.493653719
0,0,0.531746032
0,0,0.545714286
17731,17847,0.454545455
1402,1375,0.334962537
0,0,0.36130691
0,0,0.370245559
0,0,0.473395653
46824,46236,0.460125979
0,0,0.401587302
0,0,0.49750934
0,0,0.433333333
0,0,0.347755291
0,0,0.396024137
0,0,0
0,0,0.499561582
4157,4344,0.434037037
0,0,0.547222222
0,0,1
0,0,0.316666667
0,0,0.401344086
0,0,0.432113892
0,0,0.2
0,0,0.46367158
440208,914158,0.357949519
9916,9353,0.561496265
0,0,0.683159722
21813,22456,0.467640693
416462,418512,0.329743341
0,0,0.456896552
44979,43167,0.35356241
0,0,0.399259259
246043,515530,0.546619353
440208,914158,0.541419421
0,0,0.366267943
21813,22456,0.429688419
0,0,0.238461538
0,0,0.493192668
118605,114819,0.399494949
0,0,0.45
13292,13292,0.50952381
0,0,0.467948718
0,0,0.394875283
42042,41347,0.402192982
996193,739521,0.395289502
0,0,0.475
0,0,0.360777417
440208,914158,0.513129252
0,0,0.7
0,0,0.455393218
0,0,0.330365419
616920,597053,0.431883117
26489,26652,0.339626623
10248,10271,0.388475347
0,0,0.489410431
0,0,0.303819444
0,0,0.469037698
0,0,0.411300505
0,0,0.573401361
0,0,0.480516908
4949,4925,0.561122134
0,0,0.270454545
149787,144566,0.436190476
416462,418512,0.482626687
0,0,0.37755864
0,0,0.294988594
0,0,0.450635825
0,0,0.415539831
0,0,0.372519841
42042,41347,0.503865824
10255,10664,0.479391186
0,0,0.420173882
0,0,0.458678606
416462,418512,0.384162241
37718,36462,0.401960065
0,0,0.333333333
79800,79476,0.628571429
330704,318461,0.425438596
0,0,0.338379476
537448,523515,0.48125
21813,22456,0.322799423
0,0,0.542771331
0,0,0.340044563
0,0,0.431314152
0,0,1
0,0,0.411658024
416462,418512,0.26012987
0,0,0.348328647
0,0,0.434809186
0,0,0.683333333
0,0,0.387286325
0,0,0.425140138
358257,150016,0.56478836
0,0,0.396818182
34512,34121,0.443
0,0,0.246479277
10248,10271,0.326923077
0,0,0.472380952
0,0,0.389215686
0,0,0.449265873
0,0,0.452058201
0,0,0.392317291
0,0,0.259195402
0,0,0.479871795
0,0,0.502242063
0,0,0.45411566
149787,144566,0.463964904
0,0,0.430448123
846903,806206,0.79375
37718,36462,0.41834838
616920,597053,0.420138889
79800,79476,0.417171717
79800,79476,1
77740,76520,0.50408743
0,0,0.471818558
111722,106126,0.487325294
0,0,0.066666667
0,0,0.366429852
37718,36462,0.4869884
0,0,0.328181818
628597,617338,0.392028986
118605,114819,0.304136905
0,0,0.230793651
628597,617338,0.435763889
0,0,0.295175439
0,0,0.571904762
247459,141328,0.525108225
242009,249571,0.432457627
0,0,0.347916667
62322,60724,0.338636364
0,0,0.492331169
28514,26157,0.438975609
0,0,0.324107143
149787,144566,0.429120753
0,0,0.700253968
9916,9353,0.5
457911,402901,0.486965869
31190,31215,0.437058691
0,0,0.4730287
4949,4925,0.380850168
846903,806206,0.25625
616920,597053,0.432134986
118605,114819,0.378666667
31190,31215,0.456997677
79800,79476,0.175238095
0,0,0.448771458
6864,6990,0.406087882
6864,6990,0.474773768
0,0,0.604322562
0,0,0.054166667
0,0,0.423434846
0,0,0.453809767
0,0,0.292020105
0,0,0
0,0,0.429008405
0,0,0.566666667
44979,43167,0.303664854
62322,60724,0.476233766
0,0,0.492973138
440208,914158,0.589678644
0,0,0.378395062
0,0,0.594444444
0,0,0.636363636
77740,76520,0.592822967
0,0,0.21875
0,0,0.294
31593,30850,0.358626984
149787,144566,0.481126076
37718,36462,0.471231799
0,0,0.442867965
0,0,0.493518519
0,0,0.382490079
0,0,0.254166667
0,0,0.47558182
0,0,0.462939959
0,0,0.399183606
628597,617338,0.391691468
9916,9353,0.3125
0,0,0.458269113
77740,76520,0.424606625
416462,418512,0.452388795
37718,36462,0.409848485
823844,815195,0.57358156
0,0,0.365789474
0,0,0.65
189418,186681,0.26875
224402,223919,0.197058824
0,0,0.397607964
0,0,0.535
0,0,0.33362069
31593,30850,0.449740174
189418,186681,0.166666667
0,0,0.557692308
0,0,0.39538664
628597,617338,0.394252874
0,0,0.396155612
0,0,0.576086957
0,0,0.366666667
0,0,0.357142857
26489,26652,0.447270377
1711,1675,0.490561548
149787,144566,0.490673981
0,0,0.441525452
0,0,0.443000644
942649,944949,0.35
21813,22456,0.400757576
0,0,0.230555556
0,0,0.097222222
0,0,0.503277311
10074,10560,0.290734266
242009,249571,0.509965035
31190,31215,0.39419273
0,0,0.254563492
0,0,0.395639691
0,0,0.439446406
0,0,0.47212987
4949,4925,0.6
0,0,0.389762704
0,0,0.554910714
62322,60724,0.414285714
537448,523515,0.216666667
31190,31215,0.456410256
0,0,0.329265377
0,0,0.42787226
149787,144566,0.382108844
0,0,0.416526283
0,0,0.519054788
0,0,0.505084497
0,0,0.448980808
0,0,0.404200254
1402,1375,0.484102283
26489,26652,0.470214557
246043,515530,0.449767677
628597,617338,0.449305556
149787,144566,0.465007215
0,0,0.28
0,0,0.378125
0,0,0.513650165
44979,43167,0.456548096
0,0,0.425876011
996193,739521,0.519262821
0,0,0.454365079
231947,228432,0.37762987
118605,114819,0.429662698
0,0,0.514252646
0,0,0.228571429
0,0,0.478950216
77740,76520,0.466898657
0,0,0.416214286
224402,223919,0.320282369
440208,914158,0.485169623
0,0,0.301506494
0,0,0.458333333
111722,106126,0.497196621
614338,622508,0.292383766
44979,43167,0.354873926
0,0,0.486936937
118605,114819,0.493560606
358257,150016,0.407953375
0,0,0.220486111
0,0,0.5975
0,0,0.454814815
0,0,0.49976795
0,0,0.442539683
0,0,0.556785714
0,0,0.206753051
0,0,0.332575758
0,0,0.9
0,0,0.433364103
231947,228432,0.460017076
0,0,0.446565001
62322,60724,0.35
1402,1375,0.367057197
846903,806206,0.4
463353,455329,0.456392888
0,0,0.284027778
0,0,0.344371345
0,0,0.326785714
127093,128617,0.422101188
28514,26157,0.406296992
0,0,0.507735247
0,0,0.433027757
0,0,0.461915124
0,0,0.329991783
0,0,0.421341463
0,0,0.32260101
0,0,0.410828157
0,0,0.55782227
0,0,0.40956229
0,0,0.419723079
0,0,0.247916667
0,0,0.449252183
0,0,0.341057051
330704,318461,0.343055556
0,0,0.415133478
0,0,0.7
0,0,0.330680246
0,0,0.404194604
0,0,0.574242424
0,0,0.410952381
31593,30850,0.428042328
0,0,0.39491342
37718,36462,0.444312276
77740,76520,0.432828283
46824,46236,0.400349635
21813,22456,0.149074074
996193,739521,0.313169643
0,0,0.509449761
463353,455329,0.459914333
1402,1375,0.408896791
0,0,0.403505544
26489,26652,0.402944091
0,0,0.376181818
0,0,0.421957672
0,0,0.375560224
846903,806206,0.425589226
0,0,0.373957939
0,0,0.437533389
0,0,0.359672619
149787,144566,0.399939394
0,0,0.479001095
26489,26652,0.411810175
247459,141328,0.764285714
0,0,0.520833333
0,0,0.285714286
0,0,0.441215107
0,0,0.527128427
0,0,0.202083333
111722,106126,0.537001287
0,0,0.328677249
37718,36462,0.254761905
118605,114819,0.479285714
0,0,0.382321429
0,0,0.372671451
0,0,0.535838534
4949,4925,0.450246367
79800,79476,0.5
0,0,0.723611111
0,0,0.490714286
37718,36462,0.469530711
247459,141328,0.638787879
44979,43167,0.405386638
0,0,0.402044885
0,0,0.641982601
0,0,0.482097964
0,0,0.75
0,0,0.42030525
0,0,0.292318594
0,0,0.311565657
0,0,0.457539683
0,0,0.47947227
0,0,0.271701
0,0,0.447534632
0,0,0.514285714
0,0,0.46025389
0,0,0.469126135
0,0,0.53872549
0,0,0.549557797
9916,9353,0.49
46824,46236,0.471075749
0,0,0.620153061
0,0,0.85
10248,10271,0.377156014
0,0,0.423359983
0,0,0.445426954
0,0,0.497478355
231947,228432,0.500554392
0,0,0.420530303
0,0,0.565833333
0,0,0.474272487
127093,128617,0.412600097
0,0,0.508482143
42042,41347,0.420667303
0,0,0.573263889
0,0,0.432653458
628597,617338,0.369675417
0,0,0.243055556
0,0,0.409329384
0,0,0.716388889
0,0,0.461001283
0,0,0.471000151
62322,60724,0.418181818
0,0,0
9916,9353,0.5
0,0,0.495780028
0,0,0.41468254
79800,79476,0.175238095
28514,26157,0.477380952
0,0,0.447125834
823844,815195,0.429867965
4949,4925,0.5044102
0,0,0.311599512
26489,26652,0.469020563
242009,249571,0.419237514
0,0,0.394214466
0,0,0.435045351
0,0,0.348958333
0,0,0.358079586
457911,402901,0.543859649
0,0,0
0,0,0.38976656
0,0,0.577813853
0,0,0.319095662
0,0,0.316437729
0,0,0.519256121
0,0,0.368405797
0,0,0.526839827
330704,318461,0.355012244
118605,114819,0.412610229
79800,79476,0.925
21813,22456,0.125
0,0,0.349867725
0,0,0.486153319
0,0,0.498397436
0,0,0.444759815
12055,11750,0.403358209
942649,944949,0.562159091
0,0,0.488636364
231947,228432,0.461566212
46824,46236,0.421609469
42042,41347,0.504502775
0,0,0.407544082
0,0,0.103125
0,0,0.413469742
111722,106126,0.450169055
46824,46236,0.42530104
823844,815195,0.488056836
537448,523515,0.351515152
247459,141328,0.688095238
0,0,0.463047619
0,0,0.293213268
0,0,0
0,0,0.114285714
149787,144566,0.44382772
9916,9353,0.566666667
0,0,0.372727273
0,0,0.482142857
247459,141328,0.451373626
0,0,0.653846154
111722,106126,0.540018315
0,0,0.378154762
0,0,0.453441558
0,0,0.503371212
0,0,0.353703704
0,0,0.459477076
127093,128617,0.369384999
246043,515530,0.607891414
0,0,0.449580344
34512,34121,0.359041502
4157,4344,0.360597042
9916,9353,0.553257576
823844,815195,0.462059524
0,0,0.434023324
0,0,0.329643206
0,0,0.505
0,0,0.420512821
0,0,0.534103641
127093,128617,0.367060658
44979,43167,0.404021556
628597,617338,0.507890594
0,0,0.538141026
0,0,0.46043771
10149,9905,0.509751773
0,0,0.65
942649,944949,0.329027778
37718,36462,0.526267637
0,0,0.61969697
0,0,0.513309524
0,0,0.387697382
127093,128617,0.407945216
0,0,0.522622239
537448,523515,0.233333333
4949,4925,0.361458333
0,0,0.476111111
31190,31215,0.305882353
0,0,0.380701754
149787,144566,0.370991133
0,0,0.5965
0,0,0.359010812
0,0,0.470119464
894210,903764,0.6
0,0,0.490909091
0,0,0.429818182
0,0,0.376549587
0,0,0.372801572
0,0,0.240277778
537448,523515,0.75
0,0,0.505209143
0,0,0.511666667
0,0,0.363073689
46824,46236,0.481581492
149787,144566,0.454146141
823844,815195,0.444871795
537448,523515,0.7
4157,4344,0.376080247
0,0,0.432010582
4157,4344,0.450495698
628597,617338,0.301719577
416462,418512,0.383506944
0,0,0.440846352
247038,239927,0.354650473
0,0,0.381157509
358257,150016,0.463081619
0,0,0.40189817
37718,36462,0.562811791
0,0,0.280811915
0,0,0.435144753
0,0,0.256523268
0,0,0.378606567
246043,515530,0.599007937
0,0,0.442239859
28514,26157,0.448012995
0,0,0.75
0,0,0.346296296
0,0,0.293434343
28514,26157,0.483039288
0,0,0.495185868
0,0,0.319671812
0,0,0.394825545
0,0,0.61539075
0,0,0.545939304
0,0,0.465888889
0,0,0.444507285
4157,4344,0.376536847
894210,903764,0.25
0,0,0.503168044
0,0,0.298864469
0,0,0.390346976
0,0,0.502898551
0,0,0.649305556
0,0,0.484078722
0,0,0.468781351
0,0,0.579734848
0,0,0.65
10248,10271,0.47535461
823844,815195,0.573412698
823844,815195,0.468742369
37718,36462,0.468670741
242009,249571,0.421172555
231947,228432,0.516666667
46824,46236,0.485715977
596710,561909,0.377097902
0,0,0
0,0,0.583333333
0,0,0.295238095
0,0,0.328787879
111722,106126,0.37129329
358257,150016,0.441512873
0,0,0.541504329
0,0,0.55
0,0,0.512345
614338,622508,0.440325019
597340,618906,0.469777778
0,0,0.392424242
0,0,0.513571429
42042,41347,0.327150538
0,0,0.476204351
46824,46236,0.394608982
0,0,0.557777778
0,0,0.484615385
0,0,0.193055556
0,0,0.488287092
996193,739521,0.475811966
358257,150016,0.458464539
0,0,0.441496599
0,0,0.376111111
79800,79476,0.39375
0,0,0.379381249
0,0,0.455364268
224402,223919,0.290277778
0,0,0.463799904
0,0,0.320496633
0,0,0.507257728
628597,617338,0.555555556
0,0,0.208686067
0,0,0.431041154
894210,903764,0.505079365
0,0,0.305470085
26489,26652,0.406811883
358257,150016,0.493696742
440208,914158,0.412171162
0,0,0.512962963
616920,597053,0.397689076
0,0,0.416489557
0,0,0.411383061
127093,128617,0.331872615
0,0,0.410416667
422730,424756,0.170744681
0,0,0.441532233
0,0,0.405107455
0,0,0.447839735
0,0,0.387280702
942649,944949,0.403571429
0,0,0.451230403
0,0,0.28
77740,76520,0.525802325
0,0,0.467261905
0,0,0.391627907
0,0,0.476363636
0,0,0.413697318
149787,144566,0.565517241
0,0,0.524007937
10248,10271,0.412184343
0,0,0.415667502
422730,424756,0.362656926
127093,128617,0.420129977
0,0,0.471980676
1402,1375,0.472049632
0,0,0.509986226
0,0,0.389149537
0,0,0.441853054
0,0,0.427747114
0,0,0.503120301
614338,622508,0.529166667
0,0,0.35974026
