website_type,safety_r,reputation,trustworthiness,child_safety,sentiment
2,1,0,0,0,0.218181818
2,1,2.5,50,33,0.393295434
2,2,3.5,69,70,0.327854633
2,2,3.5,69,70,0.411777688
2,2,4.7,94,82,0.395367965
2,2,3.1,63,68,0.395521542
2,1,4.3,87,0,0.593964646
2,2,4.7,94,94,0.478028135
2,2,4.7,94,82,0.512735651
2,2,3.1,63,68,0.501481481
2,1,3.1,63,77,0.435593513
2,2,3.5,69,70,0.370019167
2,1,2.8,56,56,0.498371012
2,1,0,0,0,0.526011905
2,1,4.3,87,0,0.546054654
2,2,4.7,94,82,0.441419666
1,2,3.6,72,85,0.312169312
8,2,4.6,92,92,0.266795635
3,1,3.9,78,82,0.476775384
2,2,4.7,94,82,0.376571429
2,2,4.7,94,82,0.43
2,1,0,0,0,0.518684292
2,1,0,0,0,0.539772727
2,2,4.7,94,82,0.448412698
1,2,4.5,90,90,0.514353962
2,2,4.7,94,82,0.468056943
2,1,4.3,87,0,0.467741623
2,2,3.1,63,68,0.537739464
2,2,3.5,69,70,0.368917987
2,1,0,0,0,0.543603896
2,2,4.7,94,82,0.464365664
2,1,0,0,0,0.464641311
2,2,3.9,77,99,0.725
2,2,4.7,94,82,0.56569697
2,2,4.7,94,82,0.432386364
2,2,4.7,94,82,0.446898934
2,2,4.7,94,82,0.449350649
2,2,3.1,63,68,0.490406785
2,2,4.7,94,82,0.406845238
2,2,4.7,94,82,0.416465677
2,2,4.7,94,82,0.336265432
2,2,3.1,63,68,0.474577573
2,2,4.7,94,82,0.407088172
2,2,4.7,94,82,0.430020704
2,2,4.7,94,82,0.594886364
2,2,4.3,87,87,0.526643773
2,2,4.7,94,82,0.192045455
3,1,3.9,78,82,0.3875
2,1,0,0,0,0.417857143
2,2,3.1,63,68,0.389880952
2,2,4.7,94,82,0.330366162
2,1,4.6,92,90,0.401799586
2,1,0,0,0,0.420918367
2,1,4,80,93,0.396138807
2,2,4.7,94,82,0.486093074
2,2,4.7,94,94,0.432215087
2,2,4.5,89,87,0.434176871
2,1,4,80,93,0.491081871
2,1,0,0,0,0.474444444
2,2,4.7,94,82,0.443981481
2,2,4.7,94,82,0.37119883
2,2,4.7,94,82,0.336265432
2,2,3.1,63,68,0.603525641
8,2,4.6,92,92,0.325
2,1,0,0,0,0.681884058
2,2,3.1,63,68,0.417768158
2,2,4.7,94,82,0.38757764
2,2,4.7,94,82,0.344883041
2,2,4.7,94,94,0.481802721
2,2,4.1,82,90,0.395018263
2,2,4.5,89,87,0.508706571
2,1,0,0,0,0.289005336
2,1,2.5,50,0,0.3375
2,1,4,80,93,0.274671717
2,2,4.7,94,82,0.430820094
2,2,4.7,94,82,0.423801793
4,1,0,0,0,0.470114608
2,1,0,0,0,0.358333333
2,2,3.1,63,68,0.502639147
2,2,3.1,63,68,0.502588842
1,2,3.6,72,85,0.481278861
2,2,3.1,63,68,0.5054325
2,2,4.7,94,82,0.504603175
2,2,4,81,76,0.463274774
2,1,0,0,0,0.6875
2,1,3,60,0,0.44
2,2,4.5,91,53,0.475378788
2,1,3.3,65,84,0.365653495
2,2,4.7,94,82,0.410483871
2,1,4,80,93,0.480632411
2,2,4.7,94,82,0.522358197
2,2,4,81,85,0.321428571
2,2,4.7,94,82,0.410483871
2,1,4,80,93,0.480434704
2,1,4.3,87,0,0.592253177
2,2,4.5,89,87,0.396717945
2,1,0,0,0,0.314204545
2,1,3.3,66,61,0.257352941
2,1,0,0,0,0.482222222
3,1,2.5,50,52,0.452403216
2,1,0,0,0,0.509048822
2,1,0,0,0,0.292222222
2,2,3.1,63,68,0.508730159
2,1,0,0,0,0.35
2,2,3.9,77,99,0
2,1,0,0,0,0.417095238
2,2,4.1,82,90,0.428813926
8,2,4.6,92,92,0.338888889
2,2,4.7,94,82,0.464365664
7,2,4.7,93,89,0.411155203
2,1,2.4,48,3,0.38875
4,1,0,0,0,0.43951808
2,1,2.9,58,80,0.390892857
2,1,0,0,0,0.451584022
2,1,0,0,0,0.375816993
2,2,4.5,89,87,0.321345463
2,2,4.7,94,82,0.479013579
2,2,3.5,70,74,0.433587427
2,2,4.7,94,94,0.468706475
2,1,0,0,0,0.452361111
2,1,2.8,56,56,0.444047619
2,1,4,80,93,0.553106061
2,1,0,0,0,0.282539683
2,2,3.5,69,70,0.3163941
2,2,4,81,76,0.448852564
2,1,0,0,0,0.379865886
2,1,2.5,50,11,0.435788705
2,2,3.5,69,70,0.386864899
2,1,2.5,50,0,0.585328283
2,2,3.1,63,68,0.433512294
1,1,3,60,54,0.519558135
2,2,3.1,63,68,0.545865801
2,1,0,0,0,0.439765628
2,1,2.5,50,0,0.568888889
2,1,0,0,0,0.455278007
2,1,0,0,0,0.533880568
2,1,2.5,50,11,0.651157407
2,1,0,0,0,0.382019731
2,1,4,80,93,0.643813131
2,2,3.1,63,68,0.563744589
2,1,0,0,0,0.45375817
2,2,4.5,89,87,0.491840927
2,2,3.5,69,70,0.470070448
2,2,3.1,63,68,0.556601732
2,1,0.3,7,29,0.233333333
2,1,0,0,0,0.387182788
2,1,0,0,0,0.410615079
2,1,2.5,50,0,0.451111111
2,2,4.7,94,82,0.594886364
2,2,4.3,85,87,0.447525156
2,1,4,80,93,0.256862745
2,1,2.1,42,58,0.263227513
2,1,3.3,65,84,0.495894584
2,2,4.4,88,88,0.578021978
2,1,4.2,84,0,0.305454545
2,1,4,80,93,0.621428571
2,2,3.5,69,70,0.404797286
2,1,0,0,0,0.386865426
1,2,3.6,72,85,0.486769481
2,2,3.5,69,70,0.35663961
1,2,3.6,72,85,0.396052632
2,2,4.7,94,82,0.463680455
2,1,4,80,93,0.468103448
2,2,4.7,94,82,0.336265432
2,1,0,0,0,0.478934506
2,2,4.3,86,89,0.435854342
2,1,0,0,0,0.472725041
2,2,4.7,94,82,0.457724567
2,1,3.5,70,0,0.550088015
2,1,2.5,50,0,0.519791667
2,1,0,0,0,0.4612387
2,2,4.7,94,82,0.290734266
2,1,4,80,93,0.485555556
2,2,4.5,89,87,0.318275613
2,2,3.1,63,68,0.479504762
2,2,3.5,69,70,0.336491841
2,1,4,80,93,0.487365591
2,1,4.3,86,100,0.448939668
2,1,3,60,0,0.388198636
2,2,4.5,89,87,0.391865968
3,2,4.3,86,84,0.2875
2,1,0,0,0,0.276430976
2,2,4.7,94,82,0.336111111
1,1,3,60,54,0.462884425
2,2,4.7,94,82,0.441434183
2,1,0,0,0,0.279429679
2,2,4.5,89,87,0.380183389
2,1,0,0,0,0.306059113
2,2,4.7,94,94,0.457674014
2,2,4.7,94,82,0.387931034
2,1,0,0,0,0.463390313
2,1,4,80,93,0.522931698
2,2,4.7,94,82,0.524357016
2,1,2.8,56,56,0.532972789
2,1,0,0,0,0.45620915
2,2,4.7,94,82,0.336265432
2,2,4.3,87,87,0.414895352
2,1,3.6,72,93,0.454545455
2,2,3.1,63,68,0.492992424
2,2,4.7,94,82,0.444256854
2,2,4.5,89,87,0.405591265
2,1,0,0,0,0.471693122
2,2,4.5,89,87,0.426428571
2,2,4.7,94,82,0.486139456
2,2,3.9,77,99,0.35
2,1,2.5,50,11,0.501485636
2,2,4.7,94,82,0.525419782
1,2,3.6,72,85,0.461864478
2,1,3.3,65,82,0.377873603
2,2,4.5,89,87,0.369175084
3,2,4.3,86,84,0.35
2,2,4.7,94,82,0.499842582
2,2,4.5,89,87,0.340909091
2,1,4,80,93,0.592328042
2,2,4.7,94,82,0.428333333
2,2,3.1,63,68,0.495616319
2,1,0,0,0,0.460549728
2,2,4.7,94,82,0.393904762
2,2,4.3,87,87,0.241666667
2,2,3.1,63,68,0.631898148
2,2,4.7,94,82,0.497474747
2,2,4.5,90,89,0.524953102
3,1,3.9,78,82,0.480239368
2,1,0,0,0,0.413876984
2,1,3.8,76,97,0.405013839
2,1,0,0,0,0.382638889
2,1,0,0,0,0.337256494
2,2,4,81,76,0.37173913
2,1,0,0,0,0.502380952
2,2,4.7,94,82,0.453181818
2,1,2.5,49,51,0.357073844
2,1,0,0,0,0.500752565
2,2,4.7,94,82,0.464365664
2,1,4,80,93,0.497933333
2,2,3.9,77,99,0.470037445
2,1,3,60,0,0.404
2,2,4.1,82,90,0.427921988
2,2,4.7,94,94,0.536135474
3,1,3.9,78,82,0.394982993
2,1,4,80,93,0.645767196
2,2,4.5,89,87,0.445923413
2,2,4.5,89,87,0.369846815
2,1,2.5,50,0,0.446333333
2,2,4.7,94,82,0.465530303
2,2,3.5,69,70,0.420317892
2,2,3.6,73,71,0.473321195
2,1,0,0,0,0.433624157
2,1,0,0,0,0.403703704
2,2,4.5,89,87,0.433333333
2,2,4.5,89,87,0.326160307
1,1,3,60,54,0.733201058
2,2,4.7,94,82,0.446898934
1,2,3.6,72,85,0.495601351
2,2,4.5,89,87,0.376862479
2,2,4.5,89,87,0.336525974
2,2,3.5,70,74,0.286538462
2,2,4.5,89,87,0.287518939
2,2,4.7,94,82,0.446898934
1,1,3,60,54,0.4874064
2,1,0,0,0,0.35952381
2,2,4.5,89,87,0.302282775
2,2,4.3,87,87,0
2,2,4.5,89,87,0.25
2,2,4.5,89,87,0.404052852
2,2,4.5,89,87,0.426891835
2,2,4.5,89,87,0.417638153
2,2,4.5,89,87,0.415800866
2,2,3.9,77,99,0.341006843
2,1,4.6,92,90,0.419848485
2,2,4.5,89,87,0.399243474
2,2,4.5,89,87,0.329498229
2,2,4.5,89,87,0.479166667
2,2,4.5,89,87,0.274114491
2,1,2.5,50,33,0.399461495
2,1,3.1,62,77,0.331884058
2,2,4.5,91,88,0.514517906
2,1,3.9,77,0,0.463691544
2,2,4,81,85,0.378099174
2,1,3.4,67,78,0.466471507
2,2,4.3,87,87,0.352784864
2,1,3.1,63,86,0.540740741
8,2,4.6,92,92,0.234375
2,1,2.5,50,46,0.304298083
2,1,1.7,34,35,0.319791667
2,2,4.3,87,87,0.442705005
2,1,3.5,63,85,0.527450273
2,1,3.4,67,78,0.422588429
2,2,4.5,91,88,0.412946948
2,1,0,0,0,0.521734694
2,2,4.5,90,91,0.344444444
1,2,4.2,83,83,0.176430976
2,2,4.2,83,80,0.49034749
2,2,4.1,82,90,0.518114478
2,1,3,60,87,0.505468021
2,1,3,61,82,0.464952318
2,2,4,81,84,0.459849179
2,1,3.4,68,89,0.547619048
2,2,3.8,75,98,0.409166667
2,1,3.4,67,78,0.484974747
2,1,3,61,65,0.350297619
3,1,1.3,26,24,0.485782036
2,1,2.6,52,49,0.534311316
2,1,2.6,52,49,0.504494444
2,1,3,60,65,0.45738381
2,2,4.7,93,91,1
2,1,3,61,65,0.331090909
2,2,4.3,87,87,0.438699751
2,1,2.5,51,41,0.325523088
2,1,3.9,77,0,0.372442505
2,2,3.6,73,71,0.496007775
2,2,3.9,78,79,0.478642811
2,1,3.9,77,0,0.466694902
1,2,3.6,72,85,0
2,2,4.6,92,91,0.360864255
2,1,3.8,76,97,0.431299633
2,1,3,60,87,0.428897243
2,1,0,0,0,0.5125
2,1,3.4,67,67,0
2,1,3.4,67,76,0.233928571
2,2,4.7,93,91,0.6125
2,2,4.5,89,88,0.531393298
2,1,2.7,54,49,0.438333333
2,1,0,0,0,0.46926736
2,1,0,0,0,0.430176768
3,2,4.3,86,84,0.37987013
2,1,0,0,0,0.581386724
2,1,3.1,62,62,0.536666667
2,1,2.6,53,59,0.47125
5,1,2.3,45,24,0.4600479
2,2,3.2,64,65,0.442857143
2,1,3.7,74,87,0.459894352
2,2,4.5,89,89,0.426737915
2,2,3.5,70,74,0.378195489
2,1,3,60,72,0.490958498
2,1,2.6,53,59,0.574541446
2,1,3,60,65,0.452303977
2,2,4.7,93,90,0.527592593
2,1,0,0,0,0.504964257
2,2,4.6,92,91,0.406140351
2,1,3.5,70,82,0.194444444
5,1,2.2,44,39,0.408766234
2,1,3.6,73,71,0.407738095
2,1,3.6,73,71,0.396666667
2,1,0,0,0,0.414844351
2,2,4,79,87,0.5
2,2,4.6,92,92,0.372172619
2,1,3.4,67,78,0.466471507
5,2,4.3,86,88,0.471021429
2,2,4.5,90,89,0.454190693
2,1,0,0,0,0.544429413
2,2,4.5,89,91,0.562755102
2,2,3.2,64,65,0.384323324
2,1,0,0,0,0.333838384
2,2,4,81,80,0.375162338
2,2,4.5,90,91,0.337202381
2,1,3.4,67,67,0.625
5,1,2.3,45,24,0.469135727
2,2,4.5,90,91,0
2,1,0,0,0,0.704411765
1,2,4.6,92,91,0.526645022
2,1,3.3,66,84,0.5163069
2,2,3.9,78,79,0.230283688
2,1,3.1,63,74,0.303095238
2,1,2.6,53,59,0.385076253
2,1,0,0,0,0.4503848
2,2,3.9,78,79,0.395238095
2,2,4,81,80,0.385586527
2,1,3.4,68,89,0.25
2,2,3.6,73,71,0.354434698
2,1,0,0,0,0.500966654
2,2,4,81,84,0.430239446
2,1,4,80,86,0.400757576
2,2,4.5,89,88,0.476875902
8,2,4.6,92,92,0.283333333
2,1,3,60,87,0.435307622
1,2,4.2,83,83,0.395837743
1,2,4.6,92,91,0.512819186
2,2,4.3,87,89,0.42264881
2,1,0,0,0,0.259090909
2,1,3.4,68,89,0.409444444
2,2,4.7,93,91,0.667592593
3,2,4.2,83,86,0.372222222
2,2,4.5,89,91,0.400294613
8,2,4.6,92,92,0.468506494
2,1,2.7,54,49,0.561818182
2,2,4.5,90,89,0.421994949
2,2,4.4,88,91,0.478232498
2,2,4.5,89,91,0.438259144
2,1,0,0,0,0.38414971
2,2,3.3,65,70,0.499470899
2,1,0,0,0,0.486803248
2,2,4.4,88,91,0.429815899
2,2,4.5,89,89,0.089583333
2,2,4,81,84,0.383780771
2,2,3.2,64,65,0.342310406
2,1,3.4,67,67,0.397542735
2,1,3.6,73,71,0.5
2,1,2.5,49,34,0.55
2,1,3,60,87,0.524864719
2,2,4.5,89,91,0.589102564
1,2,3.6,72,85,0.6
2,1,3.3,66,69,0.431666667
2,1,3.3,66,69,0.420182858
2,2,4.7,93,90,0.427854035
2,1,3.3,65,82,0.502232143
2,1,3,60,68,0.464809575
2,2,3.9,78,79,0.294747475
2,1,0,0,0,0.28530572
2,1,0,0,0,0.349460125
2,1,2.5,50,33,0.456410256
3,1,1.3,26,24,0.451515152
2,1,3.4,67,67,0.7
2,1,3.5,63,85,0.430430077
2,1,2.6,53,59,0
2,1,3.3,66,72,0.525703697
2,2,4.6,92,92,0.463095238
7,2,4.7,93,89,0.479672719
2,1,3.6,72,80,0.413516354
2,1,2.1,43,27,0.653591954
2,1,2.5,49,34,0.335
8,2,4.6,92,92,0.557440476
2,2,3.9,78,79,0.390714286
2,2,3.5,70,74,0.586640212
5,1,2.3,45,24,0.500248677
2,1,3.1,62,62,0.302619048
2,2,4.7,93,91,0.687012987
1,2,3.6,72,85,0.5
5,2,4.3,86,88,0.391025641
2,1,3.6,73,71,0.503734112
2,1,3.9,77,0,0.383551806
2,1,2.6,53,59,0.359079759
2,1,0,0,0,0.395738605
2,1,3.7,74,87,0.468600469
2,1,2.9,58,80,0.596663898
2,1,3.9,77,0,0.310869341
3,1,1.3,26,24,0.488839286
2,1,3,60,65,0.519599764
2,2,4.5,91,90,0.477200914
2,1,3.9,77,0,0.394936849
2,2,4.5,91,90,0.560021251
2,1,2.5,51,41,0.510545455
2,2,4.7,93,90,0.497763971
2,1,3.1,63,86,0.187654321
2,2,3.7,74,80,0.481548339
2,2,4.5,89,91,0.554599021
2,2,4.6,92,92,0.505555556
2,1,2.6,52,49,0.38990232
2,2,4.1,82,90,0.482644855
2,1,3.1,63,86,0.564339827
2,1,3.1,63,75,0.381565657
2,2,4.2,83,80,0.403472222
2,2,4.5,89,92,0.440740741
2,2,4,79,87,0.75
3,1,1.3,26,24,0.33125
8,2,4.6,92,92,0.313987309
2,1,4.9,98,97,0.30375744
2,1,3.1,63,77,0.415652056
2,1,0,0,0,0.539745671
2,1,2.7,54,49,0
2,1,3,60,72,0.508654582
2,2,4.5,89,92,0.170833333
2,1,3,60,0,0.451410983
2,1,3.6,73,74,0.470551025
2,1,4.7,93,82,0.390196078
1,2,3.6,72,85,0.6
2,1,3.5,70,39,0.450444084
3,2,4,79,80,0.371692111
2,1,3.3,66,72,0.352415408
2,1,3.3,66,61,0.217028986
2,1,2.5,50,33,0.405952381
2,1,2.6,53,59,0.428108065
5,2,4.3,86,88,0.329748377
2,1,3.3,66,61,0.43517316
2,1,2.7,54,49,0.7
2,1,3.1,63,86,0.419150232
2,2,4.4,88,91,0.373180553
2,1,0,0,0,0.391968482
3,2,4.3,86,84,0.580116959
2,1,3,60,72,0.359319728
2,1,2.6,52,49,0.489222841
2,1,2.8,56,45,0.372298099
2,2,3.1,63,70,0.232705628
2,1,3,60,87,0.416954023
2,1,3,60,29,0.544444444
1,2,4.6,92,91,0.445920515
2,1,3.4,67,78,0.432929293
3,2,4.2,83,86,0.7
5,2,4.3,86,88,0.609213251
2,2,4.5,91,53,0.581862745
2,1,2.6,52,49,0.516369048
2,2,4.5,89,92,0.1375
2,2,4.5,89,88,0.487814626
5,1,2.2,44,39,0.256771049
2,1,2.6,52,57,0.382716049
2,1,3.4,67,76,0.507111111
2,1,3.6,73,71,0.383029036
2,1,2.8,56,73,0.452380952
2,1,3,60,87,0.418333333
2,1,3.3,66,72,0.445149843
2,1,0,0,0,0.414690739
2,2,3.9,78,79,0.402434759
2,1,3.3,66,72,0.558282187
2,2,3.3,65,70,0.42632934
2,1,2.8,56,45,0.433960271
3,1,1.3,26,24,0.315277778
2,2,4.3,87,87,0.384594214
2,1,3,60,87,0.517361111
2,2,4.2,84,84,0.479911527
2,1,3.4,67,78,0.472256216
2,2,4.1,82,90,0.312356322
2,1,2.6,53,59,0.487654321
2,2,4,81,84,0.37654586
2,1,3,61,65,0.519526902
2,1,2.6,52,57,0.224358974
3,2,4,79,80,0.432407407
2,1,0,0,0,0.467292115
2,2,4.3,87,87,0.451808529
2,2,4.2,83,82,0.431481481
2,2,4,81,85,0.501704545
2,1,0,0,0,0.441918498
2,2,4.2,83,82,0.016666667
2,1,2.8,56,45,0.46957672
2,1,3.1,63,77,0.449265873
2,2,3.9,78,79,0.357434443
2,2,3.6,73,71,0.536610268
3,2,4.2,83,86,0.625
2,2,4.5,90,91,0.3
3,1,1.3,26,24,0.273188406
2,1,1.7,34,35,0.57037037
2,2,4.1,82,86,0.41656065
2,1,4,81,77,0.433333333
5,1,2.3,45,24,0.393445539
2,1,0,0,0,0.393939394
2,1,2.6,53,59,0.403126362
2,2,4,79,87,0.843981481
2,1,2.1,43,27,0.51211496
2,2,4.6,92,92,0.464583333
2,1,2.6,53,59,0.434734848
2,2,3.1,63,70,0.387353801
2,2,4.7,93,90,0.441181751
2,2,4.3,87,87,0.403494433
2,1,3,60,0,0.449546485
2,1,3.1,63,86,0.39369746
3,2,4.3,86,84,0.571208791
1,2,4.6,92,91,0.541107716
2,1,2.5,50,33,0.378698752
2,1,3.1,63,75,0.256969697
2,1,0,0,0,0.374183007
2,1,3.1,63,77,0.482440502
1,2,3.6,72,85,0.285342515
3,2,4,79,80,0.327104377
2,2,4,81,85,0.447570401
1,2,4.6,92,91,0.375700928
2,1,3,60,65,0.443368097
2,1,3,60,0,0.385714286
2,2,4.5,90,89,0.493437291
3,2,4.2,83,86,0.7
2,1,2.6,53,59,0.474223913
2,1,3.1,62,62,0.145887446
2,1,2.6,52,57,0.390279418
2,1,2.6,52,49,0.48695739
2,1,2.1,43,27,0.518850267
2,2,3.5,70,74,0.492897727
2,1,0,0,0,0.348020833
2,1,3,60,87,0.403672643
2,2,4,81,84,0.436536797
2,2,4.5,91,88,0.248412698
2,1,3.6,72,80,0.384139785
2,1,3,60,87,0.39647619
2,2,3.3,65,70,0.380618043
2,1,3.6,73,71,0.381901568
2,2,4.4,88,88,0.285283389
2,1,3.4,67,76,0.428045977
2,1,3.9,77,24,0.474716553
2,1,2.5,49,34,0
2,1,3.6,73,71,0.428468548
3,2,4,79,80,0.3125
2,1,3,60,65,0.464689441
2,2,4.2,83,82,0.546153846
2,1,0,0,0,0.42232165
2,1,2.5,51,41,0.325988592
2,1,3.9,77,0,0.367092621
2,2,4.5,91,53,0.366666667
2,2,4.5,90,89,0.395506861
2,1,3,60,0,0.7
2,1,2.6,53,59,0.44879941
2,2,4.5,89,87,0.476530912
6,0,2.8,56,59,0.472664794
2,1,3.4,68,89,0.607692308
2,2,4.2,83,82,0.346666667
2,2,4.6,92,91,0.303479853
2,1,0,0,0,0.512732663
2,1,2.5,51,41,0.534251318
2,1,0,0,0,0.556150794
2,1,3,60,0,0.360055096
2,1,3,60,0,0.434426116
6,0,2.8,56,59,0.450838675
2,1,2.5,50,46,0.349235209
2,1,3.4,67,67,0.6
5,2,4.3,86,88,0.430948666
2,1,2.5,49,34,0.522820792
2,1,4,81,77,0.402659444
2,2,4.4,88,88,0.471238832
2,2,4,81,84,0.501118143
8,2,4.6,92,92,0.334142174
2,1,0,0,0,0.111111111
2,1,3.9,77,0,0.425033835
2,1,2.5,51,41,0.603333333
2,2,3.2,64,65,0.343504239
2,2,4.3,87,89,0.393215488
2,1,0,0,0,0.357065243
2,1,2.8,56,45,0.445603765
3,2,4,79,80,0.376470588
2,2,4.4,88,88,0.487640668
2,2,3.3,65,70,0.466411336
2,1,3,60,68,0.510714286
2,1,3.4,68,89,0.392669173
2,1,3.5,70,82,0.467290249
2,1,0,0,0,0.298194444
2,2,4.7,93,90,0.412824675
5,1,2.3,45,24,0.471622733
2,1,3.1,63,86,0.539814815
2,1,3.5,63,85,0.3375
1,2,4.6,92,91,0.439583333
2,2,4.6,92,91,0.284722222
2,2,4.5,89,89,0.413349725
2,1,2.6,53,59,0.199067599
2,1,3,60,0,0.398561508
2,1,3.6,73,89,0.464375338
2,2,4.5,89,92,0.531623932
2,2,3.1,63,70,0.290799397
2,1,3,60,72,0.401314078
2,2,4.7,93,90,0.478308824
2,2,4,79,87,0.569047619
2,1,0,0,0,0.388188602
2,2,3.8,75,98,0.393102797
2,1,3,60,65,0.418055556
2,2,4.2,83,80,0.472710623
2,1,3.3,66,72,0.348063973
2,2,4.5,89,91,0.457242063
2,1,4.7,93,82,0.4125
5,2,4.3,86,88,0.57989825
2,2,4.7,93,91,0.4
2,1,0,0,0,0.500694716
2,1,0,0,0,0.49017316
2,2,3.8,75,98,0.444444444
3,1,1.3,26,24,0.525966184
2,2,4.5,91,90,0.440212515
3,2,4.2,83,86,0.43653824
2,1,2.5,51,41,0.483333333
2,1,0.3,7,29,0.427193563
2,1,3.6,72,80,0.371254579
2,1,3.6,72,80,0.391606917
2,2,4.2,83,80,0.501325758
2,2,3.5,70,74,0.410294118
2,1,0.3,7,29,0.4691274
2,1,3.6,73,71,0.339338235
2,1,2.6,53,59,0.521440719
2,1,2.5,51,41,0.484375
2,2,4.4,88,88,0.46325
2,1,2.8,56,56,0.383333333
2,2,4.4,88,88,0.444132395
2,1,2.6,52,57,0.367909936
3,2,4.2,83,86,0.25
6,0,2.8,56,59,0.411024203
2,1,3.6,73,71,0.531060606
2,2,4.5,89,92,0.464870344
2,1,3.9,77,24,0.581818182
2,1,3.4,67,67,0.54
2,1,3,60,72,0.383074777
2,1,2.6,52,49,0.582033462
2,1,3.4,68,89,0.425623813
2,1,3,60,72,0.48526522
2,1,1.7,34,35,0.485
2,1,3.8,76,97,0.418800064
2,2,4,79,87,0.6
2,1,2.1,42,43,0.484935897
6,0,2.8,56,59,0.493186391
2,1,0,0,0,0.526031746
2,2,3.6,73,71,0.519213407
2,1,0,0,0,0.473958333
2,2,4,81,80,0.266452991
2,1,3,60,87,0.368813131
2,2,4.5,89,92,0.426429208
2,2,4.5,91,90,0.43627451
5,2,4.3,86,88,0.444879672
2,1,2.1,43,27,0.341339869
2,2,4.7,93,90,0.521581197
2,1,3.4,68,89,0.664935065
1,2,4.2,83,83,0.15
2,2,4.5,91,53,0.420887446
2,1,0,0,0,0.28030303
2,1,2.6,52,57,0.454904051
2,1,0,0,0,0.468517827
2,1,2.1,42,43,0.492631674
2,2,4.5,91,90,0.525019566
2,1,3.1,63,77,0.449265873
2,2,4,81,84,0.404017094
2,1,2.6,53,59,0.544444444
5,2,4.3,86,88,0.571296296
2,2,4,80,80,0.424364588
2,1,2.6,53,59,0.47
2,1,0,0,0,0.33008658
2,1,0,0,0,0.526576239
2,1,3.4,67,76,0.40978836
2,2,4.1,82,90,0.467032828
2,2,3.5,70,74,0.356944444
2,2,4.5,89,89,0.419623405
2,2,4.1,82,90,0.527777778
5,1,2.2,44,39,0.55
2,2,3.3,65,70,0.3375
2,2,4.6,92,91,0.39212963
2,2,4,81,80,0.460048237
2,1,2.6,52,57,0.385837612
2,1,3.1,63,74,0.473863636
1,2,4.2,83,83,0.445522186
5,1,2.2,44,39,0.453935446
2,1,3.4,67,76,0.553030303
2,2,4.3,87,89,0.389583333
2,1,0,0,0,0.478733766
2,1,1.7,34,35,0.256372549
2,2,4.1,82,90,0.402991342
2,1,2.3,45,43,0.469011544
2,1,3.1,63,77,0.321148705
2,1,4,81,77,0.519341564
2,1,3.1,63,86,0.414010342
2,1,4,81,77,0.382915695
2,2,4.6,92,91,0.276190476
8,2,4.6,92,92,0.270623306
2,1,0,0,0,0.309090909
2,1,0,0,0,0.412962963
2,2,4.5,89,91,0.602286018
2,1,4,81,77,0.484848485
2,1,3.9,77,0,0.476198297
2,1,3.3,66,69,0.442271536
2,1,3.7,74,87,0.468394853
2,1,2.6,53,59,0.389636591
2,2,4,81,85,0.585
2,1,3,61,65,0.39045598
2,1,3.1,63,75,0.514588745
2,1,3.4,67,76,0.373011364
2,2,4,79,87,0.59
3,1,1.3,26,24,0.399206349
2,1,2.5,50,46,0.4143898
2,1,4.6,92,90,0.493653719
2,1,2.6,53,59,0.531746032
2,1,0,0,0,0.545714286
2,1,2.8,56,73,0.454545455
2,1,0,0,0,0.334962537
2,1,3.1,63,75,0.36130691
2,1,3.1,63,75,0.370245559
2,1,3.9,77,0,0.473395653
2,1,2.6,52,57,0.460125979
2,2,4.5,91,53,0.401587302
2,2,4.5,89,91,0.49750934
2,1,3.1,62,62,0.433333333
2,1,3.6,73,71,0.347755291
2,1,2.6,53,59,0.396024137
2,1,3.5,70,82,0
6,0,2.8,56,59,0.499561582
2,1,3.8,76,97,0.434037037
2,1,3.4,68,89,0.547222222
2,1,3.5,70,82,1
2,2,4.5,89,88,0.316666667
2,1,0,0,0,0.401344086
2,2,4.5,91,90,0.432113892
2,1,3.4,67,67,0.2
2,1,0,0,0,0.46367158
2,1,2.8,56,45,0.357949519
2,1,4.7,93,82,0.561496265
2,2,4.5,91,53,0.683159722
2,1,3,60,0,0.467640693
2,1,2.5,50,46,0.329743341
2,1,3,60,0,0.456896552
2,2,4,81,84,0.35356241
2,1,3.1,63,86,0.399259259
2,1,0,0,0,0.546619353
2,1,2.8,56,45,0.541419421
2,1,2.5,51,41,0.366267943
2,1,3,60,0,0.429688419
2,1,3,61,73,0.238461538
2,2,4.5,91,90,0.493192668
2,2,4.5,90,91,0.399494949
2,1,3.1,62,62,0.45
2,1,3,60,0,0.50952381
3,1,1.3,26,24,0.467948718
2,1,1.7,34,35,0.394875283
2,1,4.9,98,97,0.402192982
2,2,4.2,83,80,0.395289502
2,2,4.1,82,90,0.475
2,1,3.5,70,39,0.360777417
2,1,2.8,56,45,0.513129252
2,1,0,0,0,0.7
2,1,0,0,0,0.455393218
2,1,3.5,69,92,0.330365419
2,2,3.5,70,74,0.431883117
2,1,3.6,72,80,0.339626623
2,2,4.5,91,90,0.388475347
2,1,0.3,7,29,0.489410431
2,1,0,0,0,0.303819444
2,1,0,0,0,0.469037698
2,1,3.1,63,75,0.411300505
2,1,0,0,0,0.573401361
2,1,3.9,77,0,0.480516908
2,1,3,60,68,0.561122134
2,2,4.6,92,91,0.270454545
2,1,2.3,45,43,0.436190476
