sentiment,readability
0.382108844,4
0.416526283,0
0.519054788,1
0.505084497,3
0.448980808,2
0.404200254,2
0.484102283,0
0.470214557,1
0.449767677,0
0.449305556,1
0.465007215,0
0.28,0
0.378125,3
0.513650165,2
0.456548096,1
0.425876011,0
0.519262821,4
0.454365079,1
0.37762987,3
0.429662698,2
0.514252646,3
0.228571429,3
0.478950216,0
0.466898657,4
0.416214286,0
0.320282369,0
0.485169623,3
0.301506494,1
0.458333333,0
0.497196621,1
0.292383766,0
0.354873926,2
0.486936937,1
0.493560606,0
0.407953375,1
0.220486111,0
0.5975,0
0.454814815,0
0.49976795,0
0.442539683,4
0.556785714,3
0.206753051,2
0.332575758,1
0.9,0
0.433364103,2
0.460017076,1
0.446565001,4
0.35,2
0.367057197,0
0.4,3
0.456392888,2
0.284027778,0
0.344371345,0
0.326785714,0
0.422101188,1
0.406296992,4
0.507735247,0
0.433027757,1
0.461915124,1
0.329991783,2
0.421341463,1
0.32260101,1
0.410828157,0
0.55782227,2
0.40956229,0
0.419723079,3
0.247916667,3
0.449252183,3
0.341057051,2
0.343055556,2
0.415133478,3
0.7,4
0.330680246,2
0.404194604,0
0.574242424,0
0.410952381,3
0.428042328,0
0.39491342,0
0.444312276,0
0.432828283,2
0.400349635,3
0.149074074,0
0.313169643,0
0.509449761,3
0.459914333,0
0.408896791,0
0.403505544,0
0.402944091,1
0.376181818,2
0.421957672,0
0.375560224,3
0.425589226,4
0.373957939,2
0.437533389,3
0.359672619,0
0.399939394,0
0.479001095,0
0.411810175,2
0.764285714,0
0.520833333,6
0.285714286,0
0.441215107,2
0.527128427,2
0.202083333,1
0.537001287,0
0.328677249,0
0.254761905,0
0.479285714,4
0.382321429,2
0.372671451,0
0.535838534,1
0.450246367,0
0.5,4
0.723611111,3
0.490714286,4
0.469530711,4
0.638787879,0
0.405386638,2
0.402044885,2
0.641982601,5
0.482097964,2
0.75,3
0.42030525,3
0.292318594,2
0.311565657,0
0.457539683,4
0.47947227,4
0.271701,2
0.447534632,0
0.514285714,0
0.46025389,0
0.469126135,0
0.53872549,0
0.549557797,3
0.49,5
0.471075749,0
0.620153061,4
0.85,4
0.377156014,0
0.423359983,4
0.445426954,0
0.497478355,4
0.500554392,1
0.420530303,0
0.565833333,0
0.474272487,2
0.412600097,0
0.508482143,2
0.420667303,0
0.573263889,4
0.432653458,1
0.369675417,2
0.243055556,0
0.409329384,1
0.716388889,5
0.461001283,0
0.471000151,3
0.418181818,0
0,4
0.5,3
0.495780028,4
0.41468254,3
0.175238095,0
0.477380952,0
0.447125834,4
0.429867965,2
0.5044102,4
0.311599512,0
0.469020563,3
0.419237514,3
0.394214466,0
0.435045351,1
0.348958333,0
0.358079586,0
0.543859649,2
0,1
0.38976656,0
0.577813853,4
0.319095662,0
0.316437729,2
0.519256121,3
0.368405797,3
0.526839827,2
0.355012244,3
0.412610229,0
0.925,3
0.125,0
0.349867725,0
0.486153319,1
0.498397436,2
0.444759815,0
0.403358209,2
0.562159091,4
0.488636364,2
0.461566212,1
0.421609469,3
0.504502775,2
0.407544082,3
0.103125,4
0.413469742,3
0.450169055,1
0.42530104,2
0.488056836,5
0.351515152,6
0.688095238,1
0.463047619,3
0.293213268,1
0,0
0.114285714,5
0.44382772,1
0.566666667,1
0.372727273,3
0.482142857,0
0.451373626,0
0.653846154,2
0.540018315,2
0.378154762,0
0.453441558,1
0.503371212,0
0.353703704,0
0.459477076,2
0.369384999,2
0.607891414,0
0.449580344,1
0.359041502,0
0.360597042,3
0.553257576,5
0.462059524,2
0.434023324,1
0.329643206,1
0.505,0
0.420512821,3
0.534103641,1
0.367060658,0
0.404021556,1
0.507890594,1
0.538141026,1
0.46043771,2
0.509751773,2
0.65,6
0.329027778,0
0.526267637,0
0.61969697,0
0.513309524,0
0.387697382,0
0.407945216,1
0.522622239,1
0.233333333,4
0.361458333,0
0.476111111,0
0.305882353,1
0.380701754,2
0.370991133,0
0.5965,0
0.359010812,4
0.470119464,2
0.6,0
0.490909091,0
0.429818182,0
0.376549587,4
0.372801572,2
0.240277778,0
0.75,0
0.505209143,2
0.511666667,2
0.363073689,3
0.481581492,3
0.454146141,2
0.444871795,5
0.7,3
0.376080247,3
0.432010582,0
0.450495698,1
0.301719577,0
0.383506944,0
0.440846352,4
0.354650473,2
0.381157509,0
0.463081619,4
0.40189817,1
0.562811791,4
0.280811915,2
0.435144753,3
0.256523268,1
0.378606567,0
0.599007937,1
0.442239859,1
0.448012995,3
0.75,6
0.346296296,2
0.293434343,1
0.483039288,0
0.495185868,1
0.319671812,0
0.394825545,0
0.61539075,2
0.545939304,3
0.465888889,3
0.444507285,4
0.376536847,2
0.25,1
0.503168044,4
0.298864469,1
0.390346976,0
0.502898551,0
0.649305556,2
0.484078722,3
0.468781351,0
0.579734848,4
0.65,1
0.47535461,0
0.573412698,2
0.468742369,5
0.468670741,1
0.421172555,1
0.516666667,0
0.485715977,0
0.377097902,2
0,0
0.583333333,4
0.295238095,1
0.328787879,4
0.37129329,0
0.441512873,1
0.541504329,4
0.55,1
0.512345,5
0.440325019,1
0.469777778,2
0.392424242,2
0.513571429,0
0.327150538,0
0.476204351,2
0.394608982,2
0.557777778,6
0.484615385,3
0.193055556,0
0.488287092,1
0.475811966,1
0.458464539,2
0.441496599,0
0.376111111,1
0.39375,3
0.379381249,2
0.455364268,0
0.290277778,0
0.463799904,1
0.320496633,0
0.507257728,2
0.555555556,0
0.208686067,0
0.431041154,0
0.505079365,4
0.305470085,4
0.406811883,1
0.493696742,1
0.412171162,3
0.512962963,2
0.397689076,0
0.416489557,0
0.411383061,3
0.331872615,1
0.410416667,0
0.170744681,0
0.441532233,1
0.405107455,0
0.447839735,4
0.387280702,0
0.403571429,0
0.451230403,1
0.28,0
0.525802325,2
0.467261905,3
0.391627907,3
0.476363636,1
0.413697318,3
0.565517241,1
0.524007937,2
0.412184343,0
0.415667502,0
0.362656926,0
0.420129977,1
0.471980676,0
0.472049632,3
0.509986226,0
0.389149537,0
0.441853054,3
0.427747114,0
0.503120301,4
0.529166667,0
0.35974026,3
